refcode,chemical_name,color,doi,authors,journal,first_page,volume,date,simplified_color
EPISOM,"catena-[(μ16-4',4'',4''',4''''-Methanetetrayltetrakis(biphenyl-3,5-dicarboxylato))-tetraaqua-tetra-copper dimethylformamide 1,4-dioxane solvate octahydrate]",blue,10.1039/c1cc10378d,"Chenrong Tan, Sihai Yang, N.R.Champness, Xiang Lin, A.J.Blake, W.Lewis, M.Schroder",Chemical Communications,4487,47,2011-06-16,blue
EPONAA,catena-((-)-tetrakis(μ-cyano)-octakis(4-bromopyridine)-tetracyano-niobium(iv)-di-zinc(ii)),yellow,10.1021/acs.cgd.6b00626,"T.Ohno, S.Chorazy, K.Imoto, Shin-ichi Ohkoshi",Crystal Growth and Design,4119,16,2016-06-23,yellow
ADODII,"catena-((μ10-1,7-bis(4-carboxylatophenoxy)-2,2,6,6-tetrakis((4-carboxylatophenoxy)methyl)-4-oxaheptane)-di-lanthanum N,N-dimethylformamide solvate)",colorless,10.1039/c2cc35432b,"Song Dang, Jian-Han Zhang, Zhong-Ming Sun, Hongjie Zhang",Chemical Communications,11139,48,2013-02-01,colorless
ADODOO,"catena-((μ10-1,7-bis(4-carboxylatophenoxy)-2,2,6,6-tetrakis((4-carboxylatophenoxy)methyl)-4-oxaheptane)-di-europium N,N-dimethylformamide solvate)",colorless,10.1039/c2cc35432b,"Song Dang, Jian-Han Zhang, Zhong-Ming Sun, Hongjie Zhang",Chemical Communications,11139,48,2013-02-01,colorless
ADODUU,"catena-((μ10-1,7-bis(4-carboxylatophenoxy)-2,2,6,6-tetrakis((4-carboxylatophenoxy)methyl)-4-oxaheptane)-di-terbium N,N-dimethylformamide solvate)",colorless,10.1039/c2cc35432b,"Song Dang, Jian-Han Zhang, Zhong-Ming Sun, Hongjie Zhang",Chemical Communications,11139,48,2013-02-01,colorless
ADUWON,"catena-[hexakis(dimethylammonium) bis(μ6-3,3',3'',3''',3'''',3'''''-(benzene-1,2,3,4,5,6-hexaylhexakis(methyleneoxy))hexabenzoato)-hexa-aqua-tri-nickel(ii) N,N-dimethylformamide solvate pentadecahydrate]",green,10.1002/chem.201300144,"Yun Wang, Jin Yang, Ying-Ying Liu, Jian-Fang Ma",Chemistry-A European Journal,14591,19,2013-09-17,green
AFENEE,"catena-[bis(μ3-1,2-bis(1-(4-Pyridyl)ethylideneamino)ethane)-di-silver(i) diperchlorate tetrahydrate]",colorless,10.1039/b108616b,"G.K.Patra, I.Goldberg","Journal of the Chemical Society, Dalton Transactions",1051,,2002-05-16,colorless
AFIPAH,catena-(bis(μ4-Fumarato)-(μ2-oxalato)-tetra-aqua-di-lanthanum(iii) tetrahydrate),,10.1002/zaac.200800182,"Xing-Jing Zhang, Yong-Heng Xing, Jing Han, Mao-Fa Ge, Shu-Yun Niu",Zeitschrift fur Anorganische und Allgemeine Chemie,1765,634,2009-01-23,
AFITEP,"catena-[(μ2-4,4'-Bipyridine-N,N')-(μ2-4,4'-ethyne-1,2-diyldibenzoato-O,O')-zinc dimethylformamide solvate]",colorless,10.1039/b714160b,"T.Gadzikwa, Bi-Shun Zeng, J.T.Hupp, S.T.Nguyen",Chemical Communications,3672,,2009-01-29,colorless
AFITUF,"catena-[tetrakis(μ4-4,4'-Ethyne-1,2-diylbis(3-bromobenzoato)-O,O',O'',O''')-bis(μ2-4,4'-bipyridine-N,N')-tetra-zinc dimethylformamide solvate]",colorless,10.1039/b714160b,"T.Gadzikwa, Bi-Shun Zeng, J.T.Hupp, S.T.Nguyen",Chemical Communications,3672,,2009-01-29,colorless
AFIXAO,"catena-(decakis(μ2-imidazol-1,3-diyl)-penta-cobalt 3-methylbutanol solvate)",violet,10.1002/1521-3757(20020415)114:8<1442::AID-ANGE1442>3.0.CO;2-4,"Yun-Qi Tian, Chen-Xin Cai, Yong Ji, Xiao-Zeng You, Shie-Ming Peng, Gene-Hsiang Lee","Angewandte Chemie, International Edition",1384,41,2002-07-23,violet
AFIXES,"catena-(decakis(μ2-imidazol-1,3-diyl)-penta-cobalt ethanol solvate)",violet,10.1002/1521-3757(20020415)114:8<1442::AID-ANGE1442>3.0.CO;2-4,"Yun-Qi Tian, Chen-Xin Cai, Yong Ji, Xiao-Zeng You, Shie-Ming Peng, Gene-Hsiang Lee","Angewandte Chemie, International Edition",1384,41,2002-07-23,violet
AFOTOF,"catena-[bis(μ4-4,4'-Biphenyldicarboxylato-O,O,O',O'',O''')-(μ4-4,4'-biphenyldicarboxylato-O,O',O'',O''')-bis(formic acid)-di-europium(iii) unknown solvate]",colorless,10.1039/b803168a,"Yin-Feng Han, Xin-Hui Zhou, You-Xuan Zheng, Zhen Shen, You Song, Xiao-Zeng You",CrystEngComm,1237,10,2009-01-29,colorless
AFOTUL,"catena-[bis(μ4-4,4'-Biphenyldicarboxylato-O,O,O',O'',O''')-(μ4-4,4'-biphenyldicarboxylato-O,O',O'',O''')-bis(formic acid)-di-samarium(iii) unknown solvate]",colorless,10.1039/b803168a,"Yin-Feng Han, Xin-Hui Zhou, You-Xuan Zheng, Zhen Shen, You Song, Xiao-Zeng You",CrystEngComm,1237,10,2009-01-29,colorless
AFOVEX,"catena-[bis(μ4-4,4'-Biphenyldicarboxylato-O,O,O',O'',O''')-(μ4-4,4'-biphenyldicarboxylato-O,O',O'',O''')-bis(formic acid)-di-cerium(iii) unknown solvate]",colorless,10.1039/b803168a,"Yin-Feng Han, Xin-Hui Zhou, You-Xuan Zheng, Zhen Shen, You Song, Xiao-Zeng You",CrystEngComm,1237,10,2009-01-29,colorless
AFOVIB,"catena-[bis(μ4-4,4'-Biphenyldicarboxylato-O,O,O',O'',O''')-(μ4-4,4'-biphenyldicarboxylato-O,O',O'',O''')-bis(formic acid)-di-gadolinium(iii) unknown solvate]",colorless,10.1039/b803168a,"Yin-Feng Han, Xin-Hui Zhou, You-Xuan Zheng, Zhen Shen, You Song, Xiao-Zeng You",CrystEngComm,1237,10,2009-01-29,colorless
AFOVOH,"catena-[bis(μ4-4,4'-Biphenyldicarboxylato-O,O,O',O'',O''')-(μ4-4,4'-biphenyldicarboxylato-O,O',O'',O''')-bis(formic acid)-di-neodymium(iii) unknown solvate]",colorless,10.1039/b803168a,"Yin-Feng Han, Xin-Hui Zhou, You-Xuan Zheng, Zhen Shen, You Song, Xiao-Zeng You",CrystEngComm,1237,10,2009-01-29,colorless
AFOYAW,"catena-(tris(μ4-4,4'-(1,4-Phenylene)-bis(1,2,4-triazole)-N,N',N'',N''')-bis(μ2-4,4'-(1,4-phenylene)-bis(1,2,4-triazole)-N,N')-bis(μ2-hydroxo)-diaqua-tetra-copper(ii) hexakis(trifluoromethanesulfonate) decahydrate)",blue,10.1039/b806671j,"O.A.Bondar, L.V.Lukashuk, A.B.Lysenko, H.Krautscheid, E.B.Rusanov, A.N.Chernega, K.V.Domasevitch",CrystEngComm,1216,10,2009-01-29,blue
AFOYIE,"catena-((μ4-4,4'-(1,4-Phenylene)-bis(1,2,4-triazole)-N,N',N'',N''')-(μ2-sulfato-O,O)-copper(ii) hexahydrate)",blue,10.1039/b806671j,"O.A.Bondar, L.V.Lukashuk, A.B.Lysenko, H.Krautscheid, E.B.Rusanov, A.N.Chernega, K.V.Domasevitch",CrystEngComm,1216,10,2009-01-29,blue
AFOYOK,"catena-(tris(μ4-5-(4-(1,2,4-Triazol-4-yl)phenyl)tetrazolato-N,N',N'',N''')-di-copper(ii) chloride dodecahydrate)",blue,10.1039/b806671j,"O.A.Bondar, L.V.Lukashuk, A.B.Lysenko, H.Krautscheid, E.B.Rusanov, A.N.Chernega, K.V.Domasevitch",CrystEngComm,1216,10,2009-01-29,blue
AGABIU,"catena-(Penta-lithium tris(μ4-N,N'-(1,3-phenylene)-bis(oxamato))-hexaaqua-tri-lithium(i)-di-nickel(ii) hydrate)",,10.1016/j.ica.2008.02.042,"D.Cangussu, E.Pardo, M.-C.Dul, R.Lescouezec, P.Herson, Y.Journaux, E.F.Pedroso, C.L.M.Pereira, H.O.Stumpf, M.C.Munoz, R.Ruiz-Garcia, J.Cano, M.Julve, F.Lloret",Inorganica Chimica Acta,3394,361,2009-01-29,
AGARUW,"catena-(bis(μ4-Pyrazole-3,5-dicarboxylato-N,O,O,O',O'',O''')-(μ4-carbonato-O,O,O',O',O'',O'')-diaqua-di-lanthanum heptahydrate)",colorless,10.1039/b806615a,"Jun Zhao, La-Sheng Long, Rong-Bin Huang, Lan-Sun Zheng",Dalton Transactions,4714,,2009-01-29,colorless
AGAYOW,"catena-(tris((μ4-4-Bromobenzene-1,3-dicarboxylato)-(dimethylformamide)-copper(ii)) bis(dimethylformamide) clathrate)",green,10.1073/pnas.082051899,"M.Eddaoudi, Jaheon Kim, D.Vodak, A.Sudik, J.Wachter, M.O'Keeffe, O.M.Yaghi",Proceedings of the National Academy of Sciences of the United States of America,4900,99,2002-07-24,green
AGIMOU,catena-[tetrakis(μ3-5-Aminotetrazolyl)-bis(μ2-chloro)-diaqua-tri-manganese methanol solvate],colorless,10.1039/C3DT52190G,"Zhong-Yi Liu, Hong-Ai Zou, Zhao-Jun Hou, En-Cui Yang, Xiao-Jun Zhao",Dalton Transactions,15716,42,2013-09-19,colorless
AGIREP,"catena-[bis(μ7-1,3,5-Benzenetricarboxylato)-bis(μ6-1,3,5-benzenetricarboxylato)-bis(μ5-1,3,5-benzenetricarboxylato)-(μ4-oxo)-(μ3-aqua)-pentakis(N,N-dimethylacetamide)-deca-zinc(ii) N,N-dimethylacetamide solvate]",colorless,10.1016/j.jssc.2013.03.043,Yi-Ming Xie,Journal of Solid State Chemistry,116,202,2013-09-20,colorless
AGONAM,"catena-(1,4-bis(imidazol-3-ium-1-ylmethyl)benzene bis(μ4-hydrogen 1,2,4,5-benzenetetracarboxylato)-di-cadmium)",colorless,10.1021/cg8002614,"Jian-Di Lin, Jian-Wen Cheng, Shao-Wu Du",Crystal Growth and Design,3345,8,2009-01-29,colorless
AGONEQ,"catena-(1,3-bis(imidazol-3-ium-1-ylmethyl)benzene (μ4-benzene-1,2,4,5-tetracarboxylato-O,O',O'',O''',O'''',O''''')-cadmium)",colorless,10.1021/cg8002614,"Jian-Di Lin, Jian-Wen Cheng, Shao-Wu Du",Crystal Growth and Design,3345,8,2009-01-29,colorless
AGOVOJ,"catena-[tris(μ-4-(pyridin-4-yl)benzoato)-(μ-naphthalene-2,6-dicarboxylato)-(μ-hydroxo)-diaqua-tri-indium n-hexane solvate]",colorless,10.1038/ncomms3344,"Xiang Zhao, Xianhui Bu, TaoWu, Shou-Tian Zheng, Le Wang, Pingyun Feng",Nature Communications,1,4,2013-09-23,colorless
AGUWUV,"catena-((μ4-Benzene-1,2,4,5-tetracarboxylato)-bis(μ3-2-(1H-tetrazol-5-yl)pyrazine)-tetra-aqua-tri-nickel(ii) hydrate)",green,10.1002/zaac.200900278,"Yan Feng, En-Cui Yang, Min Fu, Xiao-Jun Zhao",Zeitschrift fur Anorganische und Allgemeine Chemie,253,636,2010-09-15,green
AHAMAY,catena-(Ethylenediammonium tetrakis(μ5-2-hydroxyphosphonoacetato)-bis(μ4-2-hydroxyphosphonoacetato)-bis(μ3-hydrogen 2-hydroxyphosphonoacetato)-tetra-aqua-deca-zinc hexahydrate),colorless,10.1002/zaac.200900218,"Xin Lu, Jing Li, Zhen-Gang Sun, Da-Peng Dong, Rui-Nian Hua, Na Zhang, Lei Liu, Fei Tong, Wei-Nan Wang",Zeitschrift fur Anorganische und Allgemeine Chemie,2617,635,2010-08-23,colorless
AHEBAS,catena-[bis(μ6-5-((2-carboxylatopyrrolidin-1-yl)carbonyl)isophthalato)-aqua-bis(pyridine)-tri-copper tetrahydrofuran unknown solvate hydrate],blue,10.1039/C5CE01094B,"Zhong-Xuan Xu, Xin Wu, Juan Liu, Yao Kang, Jian Zhang",CrystEngComm,6107,17,2015-07-23,blue
EPOPEG,"catena-[tris(μ-4,4'-bi-1,2,4-triazole)-copper bis(3,5-dinitro-1,2,4-triazol-1-ide) unknown solvate]",blue,,Yao Du,CSD Communication,,,2016-06-23,blue
EPOTAF,"catena-((μ8-4-(3-(4-Carboxyphenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoato)-diaqua-di-copper(ii) heptakis(N,N-dimethylformamide) tris(1,4-dioxane) methanol clathrate)",light blue,10.1039/c0cc05199c,"Tae Kyung Kim, Myunghyun Paik Suh",Chemical Communications,4258,47,2011-06-24,blue
EPUSUE,"catena-(octakis(μ3-1,2,4-Triazolato)-bis(μ2-1,2,4-triazolato)-tetradeca-silver (μ12-silicato)-tetracosakis(μ2-oxo)-dodecaoxo-dodeca-tungsten)",,10.1039/c0cc05855f,"Xiaofei Kuang, Xiao-Yuan Wu, Jian Zhang, Can-Zhong Lu",Chemical Communications,4150,47,2011-06-24,
EPUXET,"catena-[(μ3-1,3-Adamantanediacetato-O,O,O',O'',O''')-(μ3-1,3-adamantanediacetato-O,O',O'',O''')-bis(μ2-1,3-bis(4-pyridyl)propane)-di-cadmium heptahydrate]",colorless,10.1039/c0dt01206h,"Wei Hong Zhang, Zhe Dong, Yao Yu Wang, Lei Hou, Jun Cheng Jin, Wen Huan Huang, Qi Zhen Shi",Dalton Transactions,2509,40,2011-07-11,colorless
EQAMUG,catena-[tris(μ-2-nitroterephthalato)-diaqua-di-neodymium hexahydrate],colorless,10.1039/C6NJ00822D,"J.A.Smith, M.A.Singh-Wilmot, K.P.Carter, C.L.Cahill, A.J.Lough, C.S.Knee",New Journal of Chemistry,7338,40,2016-06-24,colorless
EQERAU,"catena-(bis(μ7-tris(4-carboxyphenyl)phosphine oxide)-bis(μ3-hydroxo)-tetraaqua-tetra-magnesium N,N-dimethylformamide solvate)",colorless,10.1039/c1cc10754b,"A.M.Bohnsack, I.A.Ibarra, P.W.Hatfield, J.W.Yoon, Young Kyu Hwang, Jong-San Chang, S.M.Humphrey",Chemical Communications,4899,47,2011-06-16,colorless
EQEREY,"catena-((μ4-4,4'-(5-(1H-Imidazol-5-yl)-1,3-phenylene)-bis(imidazolato))-cobalt(ii) dihydrate)",purple,10.1039/c1cc10899a,"Shui-Sheng Chen, Min Chen, S.Takamizawa, Peng Wang, Gao-Chao Lv, Wei-Yin Sun",Chemical Communications,4902,47,2011-06-16,purple
EQERIC,"catena-((μ4-4,4'-(5-(1H-Imidazol-5-yl)-1,3-phenylene)-bis(imidazolato))-cobalt(ii) N,N-dimethylformamide solvate monohydrate)",purple,10.1039/c1cc10899a,"Shui-Sheng Chen, Min Chen, S.Takamizawa, Peng Wang, Gao-Chao Lv, Wei-Yin Sun",Chemical Communications,4902,47,2011-06-16,purple
EQEROJ,"catena-((μ-cyclobutane-1,2,3,4-tetracarboxylato)-(μ-4,4'-ethane-1,2-diyldipyridine)-di-zinc dihydrate)",colorless,10.1039/C5CE00646E,"L.Bello, M.Quintero, A.J.Mora, T.Gonzalez, A.Escalona, R.Anez, E.E.Avila, A.Briceno",CrystEngComm,5921,17,2016-06-27,colorless
EQETAX,"catena-((μ-3,5-bis(pyridin-4-yl)benzoato)-(nitrato)-copper dimethylformamide solvate monohydrate)",blue,10.1039/C5CE00612K,"Huiyan Liu, Qian Wang, Mingxing Zhang, Jingjing Jiang",CrystEngComm,4793,17,2016-06-27,blue
EQOCIW,"catena-(tetrakis(μ2-Imidazol-1,3-diyl)-di-cobalt(ii) hydrate)",violet,10.1002/chem.200304957,"Yun-Qi Tian, Chen-Xin Cai, Xiao-Ming Ren, Chun-Ying Duan, Yan Xu, Song Gao, Xiao-Zeng You",Chemistry-A European Journal,5673,9,2004-05-06,violet
EQOXIT,"catena-[tris(μ-4,4'-bipyridine)-tris(μ-3,3'-(diazenediyl)bis(6-oxidobenzoato))-tetraaqua-hexa-zinc N,N-dimethylformamide solvate]",yellow,10.1039/C6CE01007E,"Pan Pan Meng, Li Long Dang, Xiao Jing Zhang, Lu Fang Ma, Jian Qiang Li, Le Le Gong, Le Zhang, Li Na Meng, Feng Luo",CrystEngComm,6336,18,2016-07-28,yellow
EQUBIC,catena-((μ4-3-sulfonatobenzoato)-(μ3-hydroxo)-aqua-terbium(iii) dihydrate),colorless,10.1021/ic902241n,"Xia Li, Hao-Ling Sun, Xiao-Shuo Wu, Xiao Qiu, Miao Du",Inorganic Chemistry,1865,49,2011-07-11,colorless
EQUBOI,catena-(bis(μ4-3-sulfonatobenzoato)-bis(μ3-hydroxo)-diaqua-di-europium(iii) pentahydrate),colorless,10.1021/ic902241n,"Xia Li, Hao-Ling Sun, Xiao-Shuo Wu, Xiao Qiu, Miao Du",Inorganic Chemistry,1865,49,2011-07-11,colorless
EQUBUO,catena-(bis(μ4-3-sulfonatobenzoato)-bis(μ3-hydroxo)-diaqua-di-gadolinium(iii) pentahydrate),colorless,10.1021/ic902241n,"Xia Li, Hao-Ling Sun, Xiao-Shuo Wu, Xiao Qiu, Miao Du",Inorganic Chemistry,1865,49,2011-07-11,colorless
EQUNEL,"catena-[bis(μ-oxido)-tris(μ-5,5'-ethyne-1,2-diyldiisophthalato)-hexa-aqua-hexa-indium dinitrate acetonitrile N,N-dimethylformamide solvate sesquihydrate]",colorless,10.1021/acs.cgd.6b01031,"Bing Zheng, Xiaodong Sun, Guanghua Li, A.J.Cairns, V.Ch Kravtsov, Qisheng Huo, Yunling Liu, M.Eddaoudi",Crystal Growth and Design,5554,16,2016-07-29,colorless
EQUNIP,"catena-[dimethylammonium hexakis(μ-5,5'-ethyne-1,2-diyldiisophthalato)-bis(μ-oxido)-hexa-aqua-nona-indium acetonitrile N,N-dimethylformamide solvate decahydrate]",brown,10.1021/acs.cgd.6b01031,"Bing Zheng, Xiaodong Sun, Guanghua Li, A.J.Cairns, V.Ch Kravtsov, Qisheng Huo, Yunling Liu, M.Eddaoudi",Crystal Growth and Design,5554,16,2016-07-29,brown
ERAHOV,"catena-[Tetra-ethylammonium bis(μ2-4,4'-bipyridine-N,N')-bis(μ2-cyano)-dibromo-cobalt(ii)-gold(iii) dibromo-dicyano-gold(iii)]",amber,10.1039/c0dt01772h,"J.S.Ovens, D.B.Leznoff",Dalton Transactions,4140,40,2011-08-01,amber
EREFEN01,"catena-(bis(μ4-naphthalene-2,6-dicarboxylato)-(μ2-3-(phenyldiazenyl)-4,4'-bipyridine)-di-zinc(ii))",orange,10.1002/zaac.201200048,"A.Modrow, M.Feyand, D.Zargarani, R.Herges, N.Stock",Zeitschrift fur Anorganische und Allgemeine Chemie,2138,638,2013-04-23,orange
EREGOY,catena-((μ7-tetrakis(4-Methyloxabenzoato)methane)-triaqua-di-cadmium unknown solvate),colorless,10.1021/cg101222w,"Jian Tian, R.K.Motkuri, P.K.Thallapally, B.P.McGrail",Crystal Growth and Design,5327,10,2011-08-22,colorless
ERIGER,"catena-((μ4-1,4-bis((2,2,2-tris(Pyrazolyl)ethoxy)methyl)benzene)-di-silver(i) bis(trifluoromethanesulfonate))",colorless,10.1021/ic035207i,"D.L.Reger, R.F.Semeniuc, V.Rassolov, M.D.Smith",Inorganic Chemistry,537,43,2004-05-06,colorless
ERIWAF,"catena-[(μ-5,5'-(5-aminopyrimidine-4,6-diyl)di(benzene-1,3-dicarboxylato))-diaqua-di-copper N,N-dimethylformamide solvate monohydrate]",blue,10.1039/C6DT02150F,"Jingjing Jiao, Li Dou, Huimin Liu, Fengli Chen, Dongjie Bai, Yunlong Feng, Shunshun Xiong, De-Li Chen, Yabing He",Dalton Transactions,13373,45,2016-08-02,blue
ERUFUS,"catena-((μ2-2,5-bis(Pyrid-4-yl)-1,3,4-thiadiazole-N,N')-bis(μ2-thiocyanato-N,S)-cadmium(ii) methanol solvate)",colorless,10.1021/ic034999d,"Zheng Huang, Hai-Bin Song, Miao Du, Shen-Tan Chen, Xian-He Bu, J.Ribas",Inorganic Chemistry,931,43,2004-06-04,colorless
ERULEK,"catena-[bis(μ-biphenyl-4,4'-dicarboxylato)-(μ-3-(3-(1H-imidazol-1-yl)phenyl)-5-(4-(1H-imidazol-1-yl)phenyl)-1-methyl-1H-1,2,4-triazole)-di-zinc N,N-dimethylformamide unknown solvate hydrate]",blue,10.1039/C6RA11641H,"Jiang Ping Meng, Yun Gong, Jian Hua Lin",RSC Advances,73869,6,2016-08-03,blue
ERUNIQ,catena-((μ-oxo)-octakis(μ-isonicotinato)-tetrakis(μ-hydroxo)-tetrakis(μ-aqua)-octa-cobalt(ii) dinitrate ethanol solvate tetrahydrate),red,10.1002/chem.201601826,"Qing Chen, Wei Xue, Jian-Bin Lin, Yong-Sheng Wei, Zheng Yin, Ming-Hua Zeng, M.Kurmoo, Xiao-Ming Chen",Chemistry-A European Journal,12088,22,2016-08-03,red
ERUNOW,catena-((μ-oxo)-octakis(μ-4-(pyridin-4-yl)benzoato)-tetrakis(μ-hydroxo)-tetrakis(μ-aqua)-octa-cobalt(ii) dinitrate ethanol solvate octacosahydrate),red,10.1002/chem.201601826,"Qing Chen, Wei Xue, Jian-Bin Lin, Yong-Sheng Wei, Zheng Yin, Ming-Hua Zeng, M.Kurmoo, Xiao-Ming Chen",Chemistry-A European Journal,12088,22,2016-08-03,red
ESARAT,"catena-[(μ-3,3',5,5'-tetracarboxylatoazobenzene N,N'-dioxide)-(μ-2-methyl-1-(5-(2-methyl-1H-imidazol-1-yl)pentyl)-1H-imidazole)-di-zinc N,N-dimethylacetamide solvate]",orange,10.1021/acs.cgd.6b00912,"M.Arici, O.Z.Yesilel, M.Tas, H.Demiral, H.Erer",Crystal Growth and Design,5448,16,2016-08-03,orange
ESAROH,"catena-[(μ-3,3',5,5'-tetracarboxylatoazobenzene N,N'-dioxide)-(μ-2-ethyl-1-(5-(2-ethyl-1H-imidazol-1-yl)pentyl)-1H-imidazole)-di-zinc N,N-dimethylacetamide solvate]",yellow,10.1021/acs.cgd.6b00912,"M.Arici, O.Z.Yesilel, M.Tas, H.Demiral, H.Erer",Crystal Growth and Design,5448,16,2016-08-03,yellow
ESARUN,"catena-[bis(μ-3,3',5,5'-tetracarboxylatoazobenzene N,N'-dioxide)-tris(μ-1-(6-(1H-imidazol-1-yl)hexyl)-1H-imidazole)-bis(N,N-dimethylacetamide)-tetra-zinc N,N-dimethylacetamide solvate]",yellow,10.1021/acs.cgd.6b00912,"M.Arici, O.Z.Yesilel, M.Tas, H.Demiral, H.Erer",Crystal Growth and Design,5448,16,2016-08-03,yellow
ESASEY,"catena-[(μ-5-((3,5-dicarboxyphenyl)diazenyl)isophthalato)-(μ-2-methyl-1-(6-(2-methyl-1H-imidazol-1-yl)hexyl)-1H-imidazole)-di-zinc N,N-dimethylformamide solvate]",,10.1021/acs.cgd.6b00912,"M.Arici, O.Z.Yesilel, M.Tas, H.Demiral, H.Erer",Crystal Growth and Design,5448,16,2016-08-03,
ESATAU,"catena-(bis(μ4-Naphthalene-2,3-dicarboxylato-O,O,O',O',O'',O''')-bis(μ4-naphthalene-2,3-dicarboxylato-O,O',O'',O''')-bis(μ3-hydroxo)-bis(μ2-4,4'-bipyridine)-penta-zinc(ii))",yellow,10.1039/c0dt00903b,"Shao-Ming Fang, Min Hu, Qiang Zhang, Miao Du, Chun-Sen Liu",Dalton Transactions,4527,40,2011-08-02,yellow
ESEDIQ,"catena-[(2)-(6,12,25,31,42,47-Hexaaza-3,15,22,34-tetraazonianonacyclo[34.2.2.217,20.13,6.17,11.112,15.122,25.126,30.131,34]octatetraconta-1(38),3(48),4,7(47),8,10,13,15(46),17,19,22(43),23,26(42),27,29,32,34(41),36,39,44-icosaene)-(tetrakis(μ2-2,6-naphthalenedicarboxylato)-di-zinc(ii))-rotaxane hexahydrate]",colorless,10.1039/c1cc10272a,"Han-Yuan Gong, B.M.Rambo, Won Cho, V.M.Lynch, Moonhyun Oh, J.L.Sessler",Chemical Communications,5973,47,2011-07-22,colorless
ESEHIV,"catena-[bis(μ-benzene-1,3,5-tricarboxylato)-bis(μ-1,1',1''-benzene-1,3,5-triyltris(1H-imidazole))-diaqua-tri-copper acetonitrile solvate dihydrate]",blue,10.1007/s10870-016-0652-0,"Xiao-Feng Wang, Guang-Xiang Liu",Journal of Chemical Crystallography,252,46,2016-08-04,blue
ESEQUO,"catena-(bis(μ4-Benzene-1,4-dicarboxylato-O,O',O'',O''')-(μ2-benzene-1,4-dicarboxylato-O,O')-bis(μ2-ethyleneglycol-O,O,O')-bis(ethyleneglycol-O)-tri-cobalt dimethylformamide solvate)",purple,,"Qian-Rong Fang, Xin Shi, Ming-Hong Xin, Gang Wu, Ge Tian, Guang-Shan Zhu, Ya-Feng Li, Ling Ye, Chun-Lei Wang, Zhen-Dong Zhang, Lu-Lu Tang, Shi-Lun Qiu",Gaodeng Xuexiao Huaxue Xuebao,980,24,2004-06-04,purple
ESEVIH,"catena-(bis(μ6-Benzene-1,3,5-tricarboxylato)-bis(μ2-hydroxo)-tetra-zinc 4,4'-bipyridine)",colorless,10.1021/cg034084+,"Zhan Shi, Guanghua Li, Lei Wang, Lu Gao, Xiaobo Chen, Jia Hua, Shouhua Feng",Crystal Growth and Design,25,4,2004-06-04,colorless
ESIDOB,"catena-[bis(μ-4-(3-carboxy-5-carboxylatophenoxy)-3-nitrobenzoato)-bis(μ-hydroxy)-di-indium 1,7-phenanthroline solvate hemihydrate]",colorless,10.1002/chem.201504576,"L.M.Aguirre-Diaz, M.Iglesias, N.Snejko, E.Gutierrez-Puebla, M.Angeles Monge",Chemistry-A European Journal,6654,22,2016-08-04,colorless
ESIFET,catena-[(2-methyl-imidazolate-4-amide-5-imidato)-cadmium(ii) dimethylformamide solvate hydrate],colorless,10.1002/chem.201504757,"S.Mondal, A.Bhunia, A.G.Attallah, P.Matthes, Alexandra Kelling, U.Schilde, K.Muller-Buschbaum, R.K.Rehberg, C.Janiak, H.-J.Holdt",Chemistry-A European Journal,6905,22,2016-08-04,colorless
ESIGES02,"catena-(4,4'-Trimethylenedipyridinium bis(μ3-hydrogen phosphato)-(μ2-1,4-benzenedicarboxylato)-di-zinc)",brown,10.1039/c1gc15427c,"Yu-Ting Huang, Yu-Lun Lai, Chia-Her Lin, Sue-Lein Wang",Green Chemistry,2000,13,2011-09-07,brown
ESIGES,"catena-(4,4'-Trimethylenedipyridinium bis(μ3-hydrogenphosphato)-(μ2-1,4-benzenedicarboxylato)-di-zinc)",brown,10.1021/ja0390146,"Yueh-Chun Liao, Fen-Ling Liao, Wei-Kuo Chang, Sue-Lein Wang",Journal of the American Chemical Society,1320,126,2004-06-04,brown
ESIWAF,catena-[(1-Ethylpyridinium) tris(μ4-phosphato)-(μ2-fluoro)-tri-aluminium],,10.1039/c0dt01788d,"D.S.Wragg, G.M.Fullerton, P.J.Byrne, A.M.Z.Slawin, J.E.Warren, S.J.Teat, R.E.Morris",Dalton Transactions,4926,40,2011-08-04,
ESURER01,catena-(bis(μ-5-carboxylatobenzotriazolato)-bis(μ-hydroxo)-tri-cobalt dimethylformamide solvate),purple,10.1021/jacs.5b09231,"A.Lanza, L.S.Germann, M.Fisch, N.Casati, P.Macchi",Journal of the American Chemical Society,13072,137,2016-08-30,purple
ESURER02,catena-(bis(μ-5-carboxylatobenzotriazolato)-bis(μ-hydroxo)-tri-cobalt dimethylformamide solvate),purple,10.1021/jacs.5b09231,"A.Lanza, L.S.Germann, M.Fisch, N.Casati, P.Macchi",Journal of the American Chemical Society,13072,137,2016-08-30,purple
ESURER04,"catena-[bis(μ-5-carboxylatobenzotriazolato)-bis(μ-hydroxy)-tri-cobalt(ii) N,N-dimethylformamide solvate]",purple,10.1039/C6TC05082D,"Chengfang Qiao, Lin Sun, Sheng Zhang, Ping Liu, Liangliang Chang, Chunsheng Zhou, Qing Wei, Sanping Chen, Shengli Gao",Journal of Materials Chemistry C,1064,5,2017-01-16,purple
